duration_sec,bike_id,user_type,member_gender,age,distance_km,start_day_of_week,end_day_of_week,start_hour,start_time_of_day,duration_minute
1227,5335,Subscriber,Male,35.0,5.23,Sunday,Sunday,16,afternoon,20.45
1017,4998,Subscriber,Male,26.0,5.41,Sunday,Sunday,16,afternoon,16.95
1520,4798,Subscriber,Male,50.0,5.97,Sunday,Sunday,15,afternoon,25.333333333333332
1306,5414,Subscriber,Male,75.0,5.19,Sunday,Sunday,14,afternoon,21.766666666666666
2052,339,Subscriber,Female,39.0,5.14,Sunday,Sunday,14,afternoon,34.2
1460,1039,Subscriber,Other,37.0,5.96,Sunday,Sunday,13,afternoon,24.333333333333332
1498,6402,Subscriber,Male,30.0,6.09,Sunday,Sunday,13,afternoon,24.966666666666665
1713,5146,Subscriber,Female,38.0,5.92,Sunday,Sunday,13,afternoon,28.55
1698,5085,Subscriber,Male,36.0,5.92,Sunday,Sunday,13,afternoon,28.3
3016,4662,Subscriber,Female,63.0,8.27,Sunday,Sunday,12,afternoon,50.266666666666666
3041,4791,Subscriber,Male,67.0,8.27,Sunday,Sunday,12,afternoon,50.68333333333333
1455,4596,Subscriber,Male,36.0,5.1,Sunday,Sunday,12,afternoon,24.25
1895,5311,Subscriber,Male,34.0,5.97,Sunday,Sunday,12,afternoon,31.583333333333332
1467,4547,Subscriber,Other,25.0,7.28,Sunday,Sunday,12,afternoon,24.45
1118,6549,Subscriber,Male,50.0,6.2,Sunday,Sunday,12,afternoon,18.633333333333333
1642,4870,Subscriber,Male,34.0,6.25,Sunday,Sunday,12,afternoon,27.366666666666667
1718,6441,Subscriber,Male,44.0,5.96,Sunday,Sunday,12,afternoon,28.633333333333333
1667,2437,Subscriber,Male,37.0,5.44,Sunday,Sunday,12,afternoon,27.783333333333335
2312,872,Subscriber,Male,30.0,6.25,Sunday,Sunday,11,morning,38.53333333333333
1165,4864,Subscriber,Female,42.0,5.13,Sunday,Sunday,11,morning,19.416666666666668
2031,5696,Subscriber,Male,36.0,8.78,Sunday,Sunday,11,morning,33.85
1957,5172,Subscriber,Female,24.0,7.52,Sunday,Sunday,10,morning,32.61666666666667
1984,5641,Subscriber,Male,30.0,7.52,Sunday,Sunday,10,morning,33.06666666666667
1720,4484,Subscriber,Male,35.0,7.79,Sunday,Sunday,10,morning,28.666666666666668
2038,4665,Subscriber,Female,47.0,8.13,Sunday,Sunday,10,morning,33.96666666666667
2017,6465,Subscriber,Male,36.0,8.13,Sunday,Sunday,10,morning,33.61666666666667
1882,1821,Subscriber,Male,59.0,6.25,Sunday,Sunday,10,morning,31.366666666666667
1727,4679,Subscriber,Female,66.0,6.02,Sunday,Sunday,10,morning,28.783333333333335
1584,5311,Subscriber,Male,34.0,5.43,Sunday,Sunday,10,morning,26.4
2112,5204,Subscriber,Male,39.0,7.29,Sunday,Sunday,9,morning,35.2
1043,5104,Subscriber,Male,43.0,5.14,Sunday,Sunday,9,morning,17.383333333333333
1690,5215,Subscriber,Male,24.0,6.78,Sunday,Sunday,9,morning,28.166666666666668
2516,5339,Subscriber,Male,53.0,5.84,Sunday,Sunday,9,morning,41.93333333333333
1894,5795,Subscriber,Male,35.0,6.8,Sunday,Sunday,9,morning,31.566666666666666
1346,6523,Subscriber,Male,34.0,5.65,Sunday,Sunday,9,morning,22.433333333333334
2339,4545,Subscriber,Female,47.0,8.13,Sunday,Sunday,8,morning,38.983333333333334
2335,6407,Subscriber,Male,36.0,8.13,Sunday,Sunday,8,morning,38.916666666666664
2155,6232,Subscriber,Female,35.0,7.1,Sunday,Sunday,8,morning,35.916666666666664
1492,793,Subscriber,Male,42.0,5.72,Sunday,Sunday,7,morning,24.866666666666667
1135,6533,Subscriber,Male,49.0,5.21,Sunday,Sunday,5,morning,18.916666666666668
1714,5199,Customer,Male,60.0,5.35,Sunday,Sunday,2,morning,28.566666666666666
1432,5116,Subscriber,Male,39.0,7.51,Sunday,Sunday,1,morning,23.866666666666667
1261,4632,Subscriber,Male,34.0,7.51,Sunday,Sunday,1,morning,21.016666666666666
1150,4829,Subscriber,Female,50.0,5.18,Saturday,Saturday,22,night,19.166666666666668
1055,6523,Subscriber,Male,36.0,5.65,Saturday,Saturday,22,night,17.583333333333332
1821,5234,Subscriber,Male,47.0,5.46,Saturday,Saturday,21,night,30.35
2105,5845,Subscriber,Male,31.0,5.51,Saturday,Saturday,20,night,35.083333333333336
2177,1475,Subscriber,Female,38.0,5.41,Saturday,Saturday,19,night,36.28333333333333
1283,5035,Subscriber,Male,46.0,5.54,Saturday,Saturday,19,night,21.383333333333333
1418,5274,Subscriber,Male,36.0,6.61,Saturday,Saturday,18,night,23.633333333333333
1965,4717,Subscriber,Male,38.0,5.15,Saturday,Saturday,18,night,32.75
1942,6107,Subscriber,Female,34.0,5.15,Saturday,Saturday,18,night,32.36666666666667
1095,4829,Subscriber,Female,50.0,5.18,Saturday,Saturday,18,night,18.25
1956,4526,Subscriber,Female,31.0,6.69,Saturday,Saturday,18,night,32.6
1129,5433,Subscriber,Male,27.0,5.34,Saturday,Saturday,18,night,18.816666666666666
1334,4840,Subscriber,Male,29.0,6.01,Saturday,Saturday,17,afternoon,22.233333333333334
1377,4989,Subscriber,Male,28.0,6.78,Saturday,Saturday,17,afternoon,22.95
1306,4547,Subscriber,Male,65.0,5.61,Saturday,Saturday,16,afternoon,21.766666666666666
1475,5898,Subscriber,Male,35.0,5.33,Saturday,Saturday,16,afternoon,24.583333333333332
1611,6456,Subscriber,Male,34.0,5.55,Saturday,Saturday,15,afternoon,26.85
1178,5803,Subscriber,Male,34.0,5.14,Saturday,Saturday,15,afternoon,19.633333333333333
2711,1494,Customer,Male,45.0,5.62,Saturday,Saturday,14,afternoon,45.18333333333333
3312,5459,Customer,Female,46.0,5.62,Saturday,Saturday,14,afternoon,55.2
2480,5776,Subscriber,Male,34.0,7.67,Saturday,Saturday,14,afternoon,41.333333333333336
3315,2736,Subscriber,Male,61.0,7.66,Saturday,Saturday,13,afternoon,55.25
1349,5304,Subscriber,Male,24.0,5.12,Saturday,Saturday,14,afternoon,22.483333333333334
1451,4805,Subscriber,Male,55.0,5.21,Saturday,Saturday,14,afternoon,24.183333333333334
1101,4813,Subscriber,Male,33.0,5.34,Saturday,Saturday,13,afternoon,18.35
3538,5614,Customer,Male,39.0,6.82,Saturday,Saturday,12,afternoon,58.96666666666667
3535,6452,Customer,Male,39.0,6.82,Saturday,Saturday,12,afternoon,58.916666666666664
3428,4534,Customer,Female,67.0,6.82,Saturday,Saturday,12,afternoon,57.13333333333333
3512,4708,Customer,Male,39.0,6.82,Saturday,Saturday,12,afternoon,58.53333333333333
3505,4881,Customer,Male,39.0,6.82,Saturday,Saturday,12,afternoon,58.416666666666664
1350,5167,Subscriber,Male,68.0,6.88,Saturday,Saturday,13,afternoon,22.5
1467,5844,Subscriber,Male,46.0,5.27,Saturday,Saturday,13,afternoon,24.45
1617,4420,Subscriber,Male,51.0,5.27,Saturday,Saturday,13,afternoon,26.95
1977,4514,Subscriber,Male,44.0,5.29,Saturday,Saturday,12,afternoon,32.95
2020,4588,Subscriber,Male,34.0,7.09,Saturday,Saturday,12,afternoon,33.666666666666664
1230,4957,Customer,Male,33.0,5.07,Saturday,Saturday,12,afternoon,20.5
1533,4494,Subscriber,Male,34.0,5.14,Saturday,Saturday,12,afternoon,25.55
929,5270,Subscriber,Male,29.0,5.27,Saturday,Saturday,11,morning,15.483333333333333
1331,133,Subscriber,Female,40.0,5.37,Saturday,Saturday,11,morning,22.183333333333334
1978,1585,Subscriber,Female,25.0,5.91,Saturday,Saturday,11,morning,32.96666666666667
2836,5820,Subscriber,Male,68.0,5.84,Saturday,Saturday,10,morning,47.266666666666666
1932,5872,Subscriber,Male,43.0,7.56,Saturday,Saturday,10,morning,32.2
1889,5639,Customer,Male,39.0,5.37,Saturday,Saturday,10,morning,31.483333333333334
1849,5783,Customer,Male,39.0,5.37,Saturday,Saturday,10,morning,30.816666666666666
1820,4627,Customer,Male,39.0,5.37,Saturday,Saturday,10,morning,30.333333333333332
1557,3543,Subscriber,Female,42.0,5.26,Saturday,Saturday,10,morning,25.95
2070,5076,Subscriber,Male,37.0,7.62,Saturday,Saturday,10,morning,34.5
1968,4568,Subscriber,Male,43.0,9.0,Saturday,Saturday,10,morning,32.8
2111,3300,Subscriber,Female,25.0,5.91,Saturday,Saturday,10,morning,35.18333333333333
1273,6468,Subscriber,Male,68.0,6.88,Saturday,Saturday,10,morning,21.216666666666665
1205,6224,Subscriber,Male,44.0,5.06,Saturday,Saturday,10,morning,20.083333333333332
1510,6301,Subscriber,Female,44.0,5.1,Saturday,Saturday,9,morning,25.166666666666668
1554,6453,Subscriber,Male,45.0,5.1,Saturday,Saturday,9,morning,25.9
1085,4524,Subscriber,Other,38.0,5.23,Saturday,Saturday,9,morning,18.083333333333332
1804,1307,Subscriber,Female,40.0,5.27,Saturday,Saturday,9,morning,30.066666666666666
1493,4771,Subscriber,Male,51.0,5.47,Saturday,Saturday,9,morning,24.883333333333333
1312,6293,Customer,Male,30.0,5.19,Saturday,Saturday,9,morning,21.866666666666667
1607,6494,Subscriber,Female,31.0,5.21,Saturday,Saturday,9,morning,26.783333333333335
1775,5629,Subscriber,Male,56.0,6.33,Saturday,Saturday,8,morning,29.583333333333332
1351,6229,Subscriber,Male,35.0,5.33,Saturday,Saturday,8,morning,22.516666666666666
1536,4673,Subscriber,Male,65.0,6.57,Saturday,Saturday,7,morning,25.6
1341,4968,Subscriber,Male,49.0,5.21,Saturday,Saturday,5,morning,22.35
2055,5947,Subscriber,Male,50.0,6.49,Friday,Friday,21,night,34.25
1537,6221,Subscriber,Male,33.0,6.11,Friday,Friday,21,night,25.616666666666667
2082,3727,Subscriber,Male,34.0,5.47,Friday,Friday,20,night,34.7
1545,6481,Subscriber,Male,30.0,5.92,Friday,Friday,20,night,25.75
1554,6504,Subscriber,Male,31.0,5.27,Friday,Friday,20,night,25.9
1402,6215,Subscriber,Male,35.0,5.12,Friday,Friday,20,night,23.366666666666667
1356,5234,Subscriber,Male,54.0,5.31,Friday,Friday,20,night,22.6
1403,5090,Subscriber,Other,41.0,6.22,Friday,Friday,19,night,23.383333333333333
2083,5947,Subscriber,Male,50.0,7.32,Friday,Friday,18,night,34.71666666666667
1500,5454,Subscriber,Male,33.0,5.59,Friday,Friday,18,night,25.0
1762,6582,Customer,Male,29.0,5.65,Friday,Friday,18,night,29.366666666666667
1622,5439,Subscriber,Male,38.0,6.28,Friday,Friday,18,night,27.033333333333335
1375,6098,Subscriber,Male,25.0,5.22,Friday,Friday,18,night,22.916666666666668
1677,4502,Subscriber,Female,40.0,5.63,Friday,Friday,17,afternoon,27.95
1506,5166,Subscriber,Male,42.0,5.76,Friday,Friday,17,afternoon,25.1
1334,4873,Subscriber,Female,50.0,5.31,Friday,Friday,17,afternoon,22.233333333333334
1034,4918,Subscriber,Male,39.0,5.74,Friday,Friday,17,afternoon,17.233333333333334
1486,6175,Subscriber,Male,42.0,6.08,Friday,Friday,17,afternoon,24.766666666666666
1963,1270,Subscriber,Male,50.0,6.71,Friday,Friday,17,afternoon,32.71666666666667
1504,4921,Subscriber,Male,41.0,5.31,Friday,Friday,17,afternoon,25.066666666666666
1461,5043,Subscriber,Female,28.0,5.49,Friday,Friday,17,afternoon,24.35
1529,6131,Subscriber,Male,42.0,6.08,Friday,Friday,17,afternoon,25.483333333333334
1145,4582,Subscriber,Male,34.0,5.11,Friday,Friday,17,afternoon,19.083333333333332
2183,780,Subscriber,Other,29.0,6.58,Friday,Friday,17,afternoon,36.38333333333333
1811,5199,Subscriber,Male,62.0,6.82,Friday,Friday,17,afternoon,30.183333333333334
1317,6299,Subscriber,Male,33.0,6.22,Friday,Friday,17,afternoon,21.95
3032,5964,Subscriber,Male,47.0,5.17,Friday,Friday,16,afternoon,50.53333333333333
1790,5947,Subscriber,Other,48.0,5.54,Friday,Friday,17,afternoon,29.833333333333332
1949,4980,Customer,Male,43.0,7.33,Friday,Friday,16,afternoon,32.483333333333334
1418,6236,Subscriber,Female,63.0,5.08,Friday,Friday,16,afternoon,23.633333333333333
1460,6356,Subscriber,Female,38.0,5.12,Friday,Friday,16,afternoon,24.333333333333332
960,4646,Subscriber,Male,33.0,5.17,Friday,Friday,16,afternoon,16.0
2008,5943,Customer,Female,41.0,5.31,Friday,Friday,16,afternoon,33.46666666666667
1715,5188,Subscriber,Other,31.0,5.11,Friday,Friday,16,afternoon,28.583333333333332
1261,6493,Subscriber,Female,32.0,5.26,Friday,Friday,16,afternoon,21.016666666666666
1793,541,Subscriber,Other,38.0,5.55,Friday,Friday,16,afternoon,29.883333333333333
1480,5860,Subscriber,Male,43.0,5.34,Friday,Friday,16,afternoon,24.666666666666668
1579,4655,Subscriber,Male,49.0,5.15,Friday,Friday,15,afternoon,26.316666666666666
1916,5919,Subscriber,Male,43.0,7.15,Friday,Friday,15,afternoon,31.933333333333334
1822,6104,Subscriber,Female,34.0,5.48,Friday,Friday,15,afternoon,30.366666666666667
1998,5571,Subscriber,Male,54.0,5.5,Friday,Friday,15,afternoon,33.3
1607,5117,Subscriber,Male,31.0,7.47,Friday,Friday,14,afternoon,26.783333333333335
1365,4759,Subscriber,Male,48.0,5.56,Friday,Friday,13,afternoon,22.75
1973,1843,Subscriber,Male,46.0,5.38,Friday,Friday,13,afternoon,32.88333333333333
1347,6176,Subscriber,Male,55.0,6.39,Friday,Friday,13,afternoon,22.45
1724,4668,Subscriber,Female,48.0,7.53,Friday,Friday,12,afternoon,28.733333333333334
1266,5598,Subscriber,Female,42.0,5.26,Friday,Friday,12,afternoon,21.1
1690,5973,Subscriber,Female,48.0,6.16,Friday,Friday,12,afternoon,28.166666666666668
1373,5967,Subscriber,Male,35.0,5.38,Friday,Friday,12,afternoon,22.883333333333333
1612,5324,Subscriber,Male,29.0,5.87,Friday,Friday,11,morning,26.866666666666667
2247,3473,Customer,Male,52.0,5.35,Friday,Friday,11,morning,37.45
1742,723,Subscriber,Male,46.0,6.0,Friday,Friday,11,morning,29.033333333333335
2015,4607,Subscriber,Male,55.0,6.13,Friday,Friday,11,morning,33.583333333333336
2202,4755,Subscriber,Male,31.0,6.61,Friday,Friday,11,morning,36.7
1543,1339,Subscriber,Male,38.0,6.18,Friday,Friday,11,morning,25.716666666666665
2285,4597,Subscriber,Male,75.0,6.45,Friday,Friday,10,morning,38.083333333333336
1593,5392,Subscriber,Male,64.0,5.33,Friday,Friday,10,morning,26.55
2475,3626,Subscriber,Female,56.0,6.64,Friday,Friday,10,morning,41.25
1453,5943,Subscriber,Male,31.0,5.27,Friday,Friday,9,morning,24.216666666666665
1379,6047,Subscriber,Male,35.0,6.85,Friday,Friday,9,morning,22.983333333333334
1162,6150,Subscriber,Male,40.0,5.1,Friday,Friday,9,morning,19.366666666666667
1519,6423,Customer,Female,37.0,5.62,Friday,Friday,9,morning,25.316666666666666
1405,5094,Subscriber,Other,29.0,6.25,Friday,Friday,8,morning,23.416666666666668
1861,5417,Subscriber,Male,35.0,7.16,Friday,Friday,8,morning,31.016666666666666
1156,6234,Subscriber,Male,33.0,6.08,Friday,Friday,8,morning,19.266666666666666
1779,5529,Subscriber,Female,34.0,6.19,Friday,Friday,8,morning,29.65
1335,6580,Subscriber,Male,30.0,5.41,Friday,Friday,8,morning,22.25
1459,4631,Subscriber,Male,43.0,5.14,Friday,Friday,8,morning,24.316666666666666
1732,6452,Subscriber,Male,50.0,6.71,Friday,Friday,8,morning,28.866666666666667
1199,5051,Subscriber,Male,26.0,5.6,Friday,Friday,8,morning,19.983333333333334
1297,5043,Subscriber,Male,36.0,5.84,Friday,Friday,8,morning,21.616666666666667
1669,4994,Customer,Male,57.0,6.0,Friday,Friday,8,morning,27.816666666666666
3322,3580,Customer,Male,61.0,9.22,Friday,Friday,7,morning,55.36666666666667
1182,6189,Subscriber,Male,26.0,5.41,Friday,Friday,8,morning,19.7
1453,6500,Subscriber,Male,42.0,5.5,Friday,Friday,8,morning,24.216666666666665
1672,3165,Subscriber,Male,39.0,5.14,Friday,Friday,8,morning,27.866666666666667
1566,4477,Subscriber,Male,34.0,6.71,Friday,Friday,8,morning,26.1
1431,5314,Subscriber,Male,30.0,6.2,Friday,Friday,8,morning,23.85
2211,2886,Subscriber,Female,39.0,7.23,Friday,Friday,7,morning,36.85
1433,4790,Subscriber,Female,40.0,5.63,Friday,Friday,7,morning,23.883333333333333
1454,4541,Subscriber,Male,44.0,5.37,Friday,Friday,7,morning,24.233333333333334
1140,799,Subscriber,Male,60.0,5.15,Friday,Friday,7,morning,19.0
1456,6456,Subscriber,Male,25.0,5.22,Friday,Friday,7,morning,24.266666666666666
1573,4613,Subscriber,Male,30.0,5.7,Friday,Friday,7,morning,26.216666666666665
1298,4685,Subscriber,Male,62.0,6.54,Friday,Friday,7,morning,21.633333333333333
1314,5341,Subscriber,Male,38.0,5.83,Friday,Friday,7,morning,21.9
1374,5442,Subscriber,Female,36.0,5.59,Friday,Friday,7,morning,22.9
1274,5232,Subscriber,Male,31.0,5.26,Friday,Friday,7,morning,21.233333333333334
1346,5036,Subscriber,Male,50.0,5.26,Friday,Friday,7,morning,22.433333333333334
1382,6591,Subscriber,Female,35.0,5.59,Friday,Friday,7,morning,23.033333333333335
1146,5306,Subscriber,Male,30.0,5.21,Friday,Friday,7,morning,19.1
1338,5168,Subscriber,Male,52.0,5.83,Friday,Friday,7,morning,22.3
980,4872,Subscriber,Male,31.0,5.29,Friday,Friday,6,morning,16.333333333333332
1551,2672,Subscriber,Male,34.0,5.06,Friday,Friday,5,morning,25.85
1917,5859,Customer,Female,32.0,6.12,Friday,Friday,0,morning,31.95
1107,4632,Subscriber,Other,32.0,5.2,Thursday,Thursday,21,night,18.45
1060,4998,Subscriber,Male,26.0,5.65,Thursday,Thursday,21,night,17.666666666666668
1394,6533,Subscriber,Male,41.0,5.37,Thursday,Thursday,20,night,23.233333333333334
2111,1948,Subscriber,Female,35.0,5.83,Thursday,Thursday,19,night,35.18333333333333
3129,4646,Subscriber,Male,47.0,8.0,Thursday,Thursday,19,night,52.15
1508,5414,Subscriber,Male,34.0,6.01,Thursday,Thursday,19,night,25.133333333333333
1823,6520,Subscriber,Male,42.0,5.48,Thursday,Thursday,19,night,30.383333333333333
1070,4568,Subscriber,Female,34.0,5.27,Thursday,Thursday,19,night,17.833333333333332
1243,4873,Subscriber,Male,29.0,5.59,Thursday,Thursday,19,night,20.716666666666665
1810,6544,Subscriber,Male,30.0,5.4,Thursday,Thursday,18,night,30.166666666666668
1474,6211,Subscriber,Male,34.0,5.41,Thursday,Thursday,18,night,24.566666666666666
3225,4567,Subscriber,Other,34.0,14.09,Thursday,Thursday,17,afternoon,53.75
2024,5099,Subscriber,Male,62.0,7.95,Thursday,Thursday,17,afternoon,33.733333333333334
1633,4613,Subscriber,Male,30.0,5.26,Thursday,Thursday,17,afternoon,27.216666666666665
1412,5509,Customer,Female,29.0,5.69,Thursday,Thursday,17,afternoon,23.533333333333335
1705,4814,Subscriber,Female,33.0,6.29,Thursday,Thursday,17,afternoon,28.416666666666668
2151,1932,Subscriber,Female,36.0,6.21,Thursday,Thursday,17,afternoon,35.85
1719,5417,Subscriber,Male,30.0,6.2,Thursday,Thursday,17,afternoon,28.65
1505,5232,Subscriber,Male,31.0,5.26,Thursday,Thursday,17,afternoon,25.083333333333332
1638,5824,Subscriber,Male,50.0,5.26,Thursday,Thursday,17,afternoon,27.3
1351,4989,Customer,Male,40.0,5.95,Thursday,Thursday,17,afternoon,22.516666666666666
1415,456,Subscriber,Male,39.0,5.96,Thursday,Thursday,16,afternoon,23.583333333333332
1605,4373,Subscriber,Male,65.0,5.87,Thursday,Thursday,16,afternoon,26.75
1951,1727,Subscriber,Male,50.0,6.71,Thursday,Thursday,16,afternoon,32.516666666666666
1298,4642,Subscriber,Male,31.0,5.29,Thursday,Thursday,16,afternoon,21.633333333333333
1931,5685,Subscriber,Female,52.0,7.06,Thursday,Thursday,16,afternoon,32.18333333333333
2392,5146,Subscriber,Female,27.0,6.69,Thursday,Thursday,16,afternoon,39.86666666666667
1281,4580,Subscriber,Male,33.0,5.25,Thursday,Thursday,16,afternoon,21.35
1387,6384,Subscriber,Male,36.0,6.24,Thursday,Thursday,16,afternoon,23.116666666666667
1461,6523,Subscriber,Female,41.0,5.32,Thursday,Thursday,15,afternoon,24.35
2217,6393,Subscriber,Male,30.0,7.69,Thursday,Thursday,15,afternoon,36.95
2218,4502,Subscriber,Male,64.0,6.69,Thursday,Thursday,15,afternoon,36.96666666666667
2669,3669,Subscriber,Female,48.0,6.33,Thursday,Thursday,14,afternoon,44.483333333333334
1529,6230,Subscriber,Male,35.0,5.63,Thursday,Thursday,14,afternoon,25.483333333333334
1286,4627,Subscriber,Male,57.0,5.7,Thursday,Thursday,14,afternoon,21.433333333333334
1346,6585,Subscriber,Male,52.0,5.65,Thursday,Thursday,13,afternoon,22.433333333333334
3034,4523,Subscriber,Male,64.0,8.37,Thursday,Thursday,13,afternoon,50.56666666666667
2026,5795,Subscriber,Female,24.0,5.27,Thursday,Thursday,13,afternoon,33.766666666666666
2049,5879,Subscriber,Male,25.0,5.27,Thursday,Thursday,13,afternoon,34.15
1492,6102,Subscriber,Female,36.0,5.31,Thursday,Thursday,13,afternoon,24.866666666666667
1374,4548,Subscriber,Male,38.0,6.82,Thursday,Thursday,13,afternoon,22.9
2291,4594,Subscriber,Female,25.0,7.02,Thursday,Thursday,12,afternoon,38.18333333333333
1987,4829,Subscriber,Female,34.0,8.51,Thursday,Thursday,12,afternoon,33.11666666666667
2775,5745,Subscriber,Female,27.0,8.61,Thursday,Thursday,12,afternoon,46.25
1563,6456,Subscriber,Female,41.0,5.08,Thursday,Thursday,12,afternoon,26.05
3314,4825,Subscriber,Male,37.0,5.1,Thursday,Thursday,11,morning,55.233333333333334
1313,2425,Customer,Other,33.0,6.57,Thursday,Thursday,11,morning,21.883333333333333
1946,5879,Subscriber,Female,24.0,5.27,Thursday,Thursday,11,morning,32.43333333333333
1937,5795,Subscriber,Male,25.0,5.27,Thursday,Thursday,11,morning,32.28333333333333
1402,5166,Subscriber,Male,52.0,5.7,Thursday,Thursday,11,morning,23.366666666666667
1887,2455,Customer,Female,32.0,6.09,Thursday,Thursday,11,morning,31.45
1134,4587,Subscriber,Male,55.0,5.69,Thursday,Thursday,11,morning,18.9
1540,5435,Customer,Male,48.0,5.58,Thursday,Thursday,11,morning,25.666666666666668
1774,6149,Customer,Male,43.0,5.31,Thursday,Thursday,11,morning,29.566666666666666
1127,5166,Subscriber,Male,38.0,5.32,Thursday,Thursday,10,morning,18.783333333333335
1465,4637,Subscriber,Male,42.0,5.72,Thursday,Thursday,10,morning,24.416666666666668
1438,4611,Subscriber,Male,39.0,5.9,Thursday,Thursday,10,morning,23.966666666666665
1478,5793,Subscriber,Male,55.0,5.38,Thursday,Thursday,10,morning,24.633333333333333
1244,4623,Subscriber,Male,38.0,6.18,Thursday,Thursday,9,morning,20.733333333333334
2053,5929,Subscriber,Male,31.0,5.76,Thursday,Thursday,9,morning,34.21666666666667
1338,6282,Subscriber,Male,54.0,5.31,Thursday,Thursday,9,morning,22.3
1910,1644,Subscriber,Male,35.0,5.89,Thursday,Thursday,9,morning,31.833333333333332
1422,5628,Subscriber,Male,39.0,5.96,Thursday,Thursday,9,morning,23.7
1777,2310,Subscriber,Male,51.0,5.34,Thursday,Thursday,8,morning,29.616666666666667
1569,3688,Subscriber,Male,34.0,5.34,Thursday,Thursday,8,morning,26.15
1330,4846,Subscriber,Male,30.0,5.41,Thursday,Thursday,8,morning,22.166666666666668
1291,5351,Subscriber,Male,40.0,5.1,Thursday,Thursday,8,morning,21.516666666666666
1311,5509,Subscriber,Male,62.0,6.54,Thursday,Thursday,8,morning,21.85
1632,5213,Subscriber,Male,35.0,6.55,Thursday,Thursday,8,morning,27.2
1376,4856,Subscriber,Female,50.0,5.31,Thursday,Thursday,8,morning,22.933333333333334
1659,4897,Subscriber,Male,50.0,6.71,Thursday,Thursday,8,morning,27.65
1391,6484,Subscriber,Male,50.0,5.26,Thursday,Thursday,8,morning,23.183333333333334
1298,4786,Subscriber,Male,33.0,5.69,Thursday,Thursday,8,morning,21.633333333333333
1329,4354,Subscriber,Male,43.0,5.14,Thursday,Thursday,8,morning,22.15
1507,5535,Subscriber,Male,30.0,5.83,Thursday,Thursday,8,morning,25.116666666666667
1383,6474,Subscriber,Male,42.0,5.44,Thursday,Thursday,8,morning,23.05
1400,5237,Subscriber,Male,25.0,5.22,Thursday,Thursday,8,morning,23.333333333333332
1954,6062,Customer,Female,37.0,5.62,Thursday,Thursday,8,morning,32.56666666666667
1478,6578,Subscriber,Male,41.0,5.37,Thursday,Thursday,8,morning,24.633333333333333
2166,5043,Customer,Male,44.0,5.96,Thursday,Thursday,8,morning,36.1
1205,5793,Subscriber,Male,30.0,6.51,Thursday,Thursday,8,morning,20.083333333333332
1525,2197,Subscriber,Male,39.0,5.14,Thursday,Thursday,8,morning,25.416666666666668
1934,5789,Subscriber,Male,25.0,6.97,Thursday,Thursday,8,morning,32.233333333333334
1563,4556,Subscriber,Female,40.0,5.24,Thursday,Thursday,8,morning,26.05
1609,3365,Subscriber,Male,36.0,8.38,Thursday,Thursday,8,morning,26.816666666666666
1349,4781,Subscriber,Male,31.0,5.29,Thursday,Thursday,8,morning,22.483333333333334
2248,808,Subscriber,Female,39.0,7.23,Thursday,Thursday,7,morning,37.46666666666667
1401,5444,Subscriber,Male,30.0,6.2,Thursday,Thursday,7,morning,23.35
1881,5111,Subscriber,Male,34.0,7.42,Thursday,Thursday,7,morning,31.35
1400,6148,Subscriber,Female,41.0,6.03,Thursday,Thursday,7,morning,23.333333333333332
1348,4972,Subscriber,Female,35.0,5.59,Thursday,Thursday,7,morning,22.466666666666665
978,5744,Subscriber,Female,25.0,5.07,Thursday,Thursday,7,morning,16.3
1203,6574,Subscriber,Male,30.0,5.5,Thursday,Thursday,7,morning,20.05
1933,5761,Subscriber,Male,65.0,5.87,Thursday,Thursday,7,morning,32.21666666666667
1253,6299,Subscriber,Female,36.0,5.59,Thursday,Thursday,7,morning,20.883333333333333
1255,4569,Subscriber,Male,31.0,5.08,Thursday,Thursday,7,morning,20.916666666666668
1269,6487,Subscriber,Male,49.0,5.33,Thursday,Thursday,5,morning,21.15
1192,6636,Subscriber,Male,54.0,5.31,Wednesday,Wednesday,22,night,19.866666666666667
1372,6148,Subscriber,Female,35.0,6.0,Wednesday,Wednesday,21,night,22.866666666666667
1568,4995,Subscriber,Male,39.0,5.81,Wednesday,Wednesday,21,night,26.133333333333333
1749,4678,Subscriber,Male,33.0,5.92,Wednesday,Wednesday,21,night,29.15
1233,4733,Subscriber,Male,30.0,5.17,Wednesday,Wednesday,20,night,20.55
1302,4569,Subscriber,Male,31.0,5.08,Wednesday,Wednesday,20,night,21.7
1405,6264,Subscriber,Male,33.0,6.06,Wednesday,Wednesday,19,night,23.416666666666668
1996,4980,Customer,Female,53.0,5.09,Wednesday,Wednesday,19,night,33.266666666666666
1576,4960,Subscriber,Male,42.0,5.66,Wednesday,Wednesday,19,night,26.266666666666666
1581,5746,Subscriber,Female,52.0,5.61,Wednesday,Wednesday,19,night,26.35
1494,5929,Subscriber,Male,30.0,5.9,Wednesday,Wednesday,19,night,24.9
1246,6384,Subscriber,Male,46.0,5.54,Wednesday,Wednesday,19,night,20.766666666666666
1703,1510,Subscriber,Male,36.0,6.42,Wednesday,Wednesday,19,night,28.383333333333333
1631,5196,Subscriber,Female,36.0,6.42,Wednesday,Wednesday,19,night,27.183333333333334
1722,6484,Subscriber,Male,39.0,5.65,Wednesday,Wednesday,18,night,28.7
1088,6445,Subscriber,Male,27.0,6.45,Wednesday,Wednesday,18,night,18.133333333333333
